"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2024-10-01 04:58:17","3480815942","AVAXUSDT","Market","SELL","0","0.73AVAX","2024-10-01 04:58:17","0.73AVAX","28.5","20.805USDT","FILLED"
"2024-10-01 04:58:17","448081307","VTHOUSDT","Market","SELL","0","10140VTHO","2024-10-01 04:58:17","10140VTHO","0.002118","21.47652USDT","FILLED"
"2024-10-01 04:58:04","656527914","BEAMXUSDT","Limit","SELL","0.02017","818BEAMX","2024-10-01 04:58:04","818BEAMX","0.02028","16.58904USDT","FILLED"
"2024-10-01 04:58:04","1678664497","INJUSDT","Limit","SELL","24.38","0.69INJ","2024-10-01 04:58:04","0.69INJ","24.51","16.9119USDT","FILLED"
"2024-10-01 04:58:04","172741819","INJBNB","Limit","SELL","0.042","0.24INJ","2024-10-01 04:58:04","0.24INJ","0.04222","0.0101328BNB","FILLED"
"2024-10-01 04:58:04","6014279454","DOGEUSDT","Limit","SELL","0.11773","167DOGE","2024-10-01 04:58:04","167DOGE","0.11833","19.76111USDT","FILLED"
"2024-09-30 00:55:06","953788432","MINAUSDT","Market","SELL","0","39.5MINA","2024-09-30 00:55:06","39.5MINA","0.6099","24.09105USDT","FILLED"
"2024-09-29 15:42:36","3689437665","FILUSDT","Market","BUY","0","2.32FIL","2024-09-29 15:42:36","2.32FIL","4.072","9.44704USDT","FILLED"
"2024-09-29 15:42:35","1368071190","COTIUSDT","Market","BUY","0","79COTI","2024-09-29 15:42:35","79COTI","0.11939","9.43181USDT","FILLED"
"2024-09-29 15:42:35","2045074819","FETUSDT","Market","BUY","0","5.8FET","2024-09-29 15:42:35","5.8FET","1.609","9.3322USDT","FILLED"
"2024-09-29 15:42:35","1913490918","ARBUSDT","Market","BUY","0","14.7ARB","2024-09-29 15:42:35","14.7ARB","0.6409","9.42123USDT","FILLED"
"2024-09-29 15:42:35","3667948361","FTMUSDT","Market","BUY","0","13FTM","2024-09-29 15:42:35","13FTM","0.6813","8.8569USDT","FILLED"
"2024-09-29 15:42:35","653663114","BEAMXUSDT","Market","BUY","0","516BEAMX","2024-09-29 15:42:35","516BEAMX","0.01836","9.47376USDT","FILLED"
"2024-09-29 15:42:35","952103845","MINAUSDT","Market","BUY","0","16.9MINA","2024-09-29 15:42:35","16.9MINA","0.5609","9.47921USDT","FILLED"
"2024-09-29 15:42:35","30827938268","BTCUSDT","Market","BUY","0","0.00014BTC","2024-09-29 15:42:35","0.00014BTC","65734","9.20276USDT","FILLED"
"2024-09-29 15:42:34","3475978941","AVAXUSDT","Market","BUY","0","0.32AVAX","2024-09-29 15:42:34","0.32AVAX","28.79","9.2128USDT","FILLED"
"2024-09-29 15:42:34","612906102","GLMRUSDT","Market","BUY","0","49.9GLMR","2024-09-29 15:42:34","49.9GLMR","0.1897","9.46603USDT","FILLED"
"2024-09-29 15:42:34","1672239697","INJUSDT","Market","BUY","0","0.41INJ","2024-09-29 15:42:34","0.41INJ","22.65","9.2865USDT","FILLED"
"2024-09-29 15:42:34","1067754193","SEIUSDT","Market","BUY","0","20SEI","2024-09-29 15:42:34","20SEI","0.4734","9.468USDT","FILLED"
"2024-09-29 15:42:34","6002539720","DOGEUSDT","Market","BUY","0","75DOGE","2024-09-29 15:42:34","75DOGE","0.12598","9.4485USDT","FILLED"
"2024-09-29 15:42:34","1281267564","IMXUSDT","Market","BUY","0","5.24IMX","2024-09-29 15:42:34","5.24IMX","1.805","9.4582USDT","FILLED"
"2024-09-29 15:42:33","447706831","VTHOUSDT","Market","BUY","0","4400VTHO","2024-09-29 15:42:33","4400VTHO","0.002152","9.4688USDT","FILLED"
"2024-09-29 15:42:33","1159981118","SKLUSDT","Market","BUY","0","220SKL","2024-09-29 15:42:33","220SKL","0.04298","9.4556USDT","FILLED"
"2024-09-28 15:31:34","2041328648","FETUSDT","Market","BUY","0","7.7FET","2024-09-28 15:31:34","7.7FET","1.576","12.1352USDT","FILLED"
"2024-09-28 15:31:34","3687755212","FILUSDT","Market","BUY","0","2.95FIL","2024-09-28 15:31:34","2.95FIL","4.109","12.12155USDT","FILLED"
"2024-09-28 15:31:34","3664096008","FTMUSDT","Market","BUY","0","18FTM","2024-09-28 15:31:34","18FTM","0.671","12.078USDT","FILLED"
"2024-09-28 15:31:33","652732896","BEAMXUSDT","Market","BUY","0","658BEAMX","2024-09-28 15:31:33","658BEAMX","0.01844","12.13352USDT","FILLED"
"2024-09-28 15:31:33","1911118254","ARBUSDT","Market","BUY","0","18.7ARB","2024-09-28 15:31:33","18.7ARB","0.6478","12.11386USDT","FILLED"
"2024-09-28 15:31:33","1669982288","INJUSDT","Market","BUY","0","0.52INJ","2024-09-28 15:31:33","0.52INJ","23.13","12.0276USDT","FILLED"
"2024-09-28 15:31:33","1366836298","COTIUSDT","Market","BUY","0","101COTI","2024-09-28 15:31:33","101COTI","0.11904","12.02304USDT","FILLED"
"2024-09-28 15:31:33","950830970","MINAUSDT","Market","BUY","0","22.6MINA","2024-09-28 15:31:33","22.6MINA","0.53695487","12.13518USDT","FILLED"
"2024-09-28 15:31:33","30812857668","BTCUSDT","Market","BUY","0","0.00018BTC","2024-09-28 15:31:33","0.00018BTC","65638.57","11.8149426USDT","FILLED"
"2024-09-28 15:31:32","1280071366","IMXUSDT","Market","BUY","0","6.9IMX","2024-09-28 15:31:32","6.9IMX","1.756","12.1164USDT","FILLED"
"2024-09-28 15:31:32","1158202109","SKLUSDT","Market","BUY","0","280SKL","2024-09-28 15:31:32","280SKL","0.04334","12.1352USDT","FILLED"
"2024-09-28 15:31:32","1064371104","SEIUSDT","Market","BUY","0","27.5SEI","2024-09-28 15:31:32","27.5SEI","0.4407","12.11925USDT","FILLED"
"2024-09-28 15:31:32","5995358254","DOGEUSDT","Market","BUY","0","92DOGE","2024-09-28 15:31:32","92DOGE","0.13096","12.04832USDT","FILLED"
"2024-09-28 15:31:32","447549058","VTHOUSDT","Market","BUY","0","5746VTHO","2024-09-28 15:31:32","5746VTHO","0.00211","12.12406USDT","FILLED"
"2024-09-28 15:31:32","612618477","GLMRUSDT","Market","BUY","0","63.2GLMR","2024-09-28 15:31:32","63.2GLMR","0.1922","12.14704USDT","FILLED"
"2024-09-28 15:31:32","3473608120","AVAXUSDT","Market","BUY","0","0.41AVAX","2024-09-28 15:31:32","0.41AVAX","29.47","12.0827USDT","FILLED"
"2024-09-28 05:12:44","3686872873","FILUSDT","Market","SELL","0","3.47FIL","2024-09-28 05:12:44","3.47FIL","4.154","14.41438USDT","FILLED"
"2024-09-28 05:12:44","1366072912","COTIUSDT","Market","SELL","0","188COTI","2024-09-28 05:12:44","188COTI","0.12741","23.95308USDT","FILLED"
"2024-09-28 05:12:43","1668833657","INJUSDT","Market","SELL","0","0.83INJ","2024-09-28 05:12:43","0.83INJ","23.77","19.7291USDT","FILLED"
"2024-09-28 05:12:43","5873466219","BNBUSDT","Market","SELL","0","0.015BNB","2024-09-28 05:12:43","0.015BNB","610.3","9.1545USDT","FILLED"
"2024-09-28 05:12:43","1279514777","IMXUSDT","Market","SELL","0","7.65IMX","2024-09-28 05:12:43","7.65IMX","1.785","13.65525USDT","FILLED"
"2024-09-28 05:12:42","652236217","BEAMXUSDT","Market","SELL","0","781BEAMX","2024-09-28 05:12:42","781BEAMX","0.01917","14.97177USDT","FILLED"
"2024-09-28 05:12:42","612468612","GLMRUSDT","Market","SELL","0","72.2GLMR","2024-09-28 05:12:42","72.2GLMR","0.1973","14.24506USDT","FILLED"
"2024-09-28 05:12:42","3661885335","FTMUSDT","Market","SELL","0","47FTM","2024-09-28 05:12:42","47FTM","0.6851","32.1997USDT","FILLED"
"2024-09-28 05:12:42","2039338298","FETUSDT","Market","SELL","0","13.8FET","2024-09-28 05:12:42","13.8FET","1.666","22.9908USDT","FILLED"
"2024-09-28 05:12:41","1156880553","SKLUSDT","Market","SELL","0","347SKL","2024-09-28 05:12:41","347SKL","0.04596","15.94812USDT","FILLED"
"2024-09-28 05:12:41","6647142184","XRPUSDT","Market","SELL","0","33XRP","2024-09-28 05:12:41","33XRP","0.5891","19.4403USDT","FILLED"
"2024-09-28 05:12:41","5990816884","DOGEUSDT","Market","SELL","0","297DOGE","2024-09-28 05:12:41","297DOGE","0.12527","37.20519USDT","FILLED"
"2024-09-28 05:12:41","3472468384","AVAXUSDT","Market","SELL","0","0.47AVAX","2024-09-28 05:12:41","0.47AVAX","30.08","14.1376USDT","FILLED"
"2024-09-28 05:12:40","1063026909","SEIUSDT","Market","SELL","0","39.5SEI","2024-09-28 05:12:40","39.5SEI","0.4528","17.8856USDT","FILLED"
"2024-09-28 05:12:40","950241871","MINAUSDT","Market","SELL","0","51.3MINA","2024-09-28 05:12:40","51.3MINA","0.5476","28.09188USDT","FILLED"
"2024-09-28 05:12:40","447472003","VTHOUSDT","Market","SELL","0","6404VTHO","2024-09-28 05:12:40","6404VTHO","0.00220263","14.105638USDT","FILLED"
"2024-09-28 05:12:39","30805234699","BTCUSDT","Market","SELL","0","0.00034BTC","2024-09-28 05:12:39","0.00034BTC","65988.37","22.4360458USDT","FILLED"
"2024-09-28 05:12:39","515822422","PYTHUSDT","Market","SELL","0","28.8PYTH","2024-09-28 05:12:39","28.8PYTH","0.3711","10.68768USDT","FILLED"
"2024-09-28 05:12:39","1467977970","WLDUSDT","Market","SELL","0","4.8WLD","2024-09-28 05:12:39","4.8WLD","2.094","10.0512USDT","FILLED"
"2024-09-28 05:12:39","1909558327","ARBUSDT","Market","SELL","0","21.6ARB","2024-09-28 05:12:39","21.6ARB","0.6605","14.2668USDT","FILLED"
"2024-09-28 05:12:38","200169539","KDAUSDT","Market","SELL","0","15.43KDA","2024-09-28 05:12:38","15.43KDA","0.642","9.90606USDT","FILLED"
"2024-09-28 05:12:38","3099076805","NEARUSDT","Market","SELL","0","1.8NEAR","2024-09-28 05:12:38","1.8NEAR","5.48","9.864USDT","FILLED"
"2024-09-28 01:44:31","1062664617","SEIUSDT","Market","BUY","0","10.9SEI","2024-09-28 01:44:31","10.9SEI","0.4564","4.97476USDT","FILLED"
"2024-09-28 01:44:21","950091223","MINAUSDT","Market","BUY","0","9.1MINA","2024-09-28 01:44:21","9.1MINA","0.5456","4.96496USDT","FILLED"
"2024-09-27 13:26:26","199787898","KDAUSDT","Market","BUY","0","15.43KDA","2024-09-27 13:26:26","15.43KDA","0.648","9.99864USDT","FILLED"
"2024-09-27 13:26:01","3096293096","NEARUSDT","Market","BUY","0","1.8NEAR","2024-09-27 13:26:01","1.8NEAR","5.531","9.9558USDT","FILLED"
"2024-09-27 13:25:45","1463999388","WLDUSDT","Market","BUY","0","4.8WLD","2024-09-27 13:25:45","4.8WLD","2.073","9.9504USDT","FILLED"
"2024-09-27 13:25:15","3658498750","FTMUSDT","Market","BUY","0","14FTM","2024-09-27 13:25:15","14FTM","0.6967","9.7538USDT","FILLED"
"2024-09-27 00:52:25","948615461","MINAUSDT","Market","BUY","0","9.1MINA","2024-09-27 00:52:25","9.1MINA","0.5491","4.99681USDT","FILLED"
"2024-09-27 00:52:10","2034228339","FETUSDT","Market","BUY","0","3FET","2024-09-27 00:52:10","3FET","1.659","4.977USDT","FILLED"
"2024-09-26 13:43:09","1664050116","INJUSDT","Market","BUY","0","0.21INJ","2024-09-26 13:43:09","0.21INJ","23.15","4.8615USDT","FILLED"
"2024-09-26 13:36:26","947774412","MINAUSDT","Market","BUY","0","9.2MINA","2024-09-26 13:36:26","9.2MINA","0.5404","4.97168USDT","FILLED"
"2024-09-26 13:36:10","2031586784","FETUSDT","Market","BUY","0","3FET","2024-09-26 13:36:10","3FET","1.644","4.932USDT","FILLED"
"2024-09-26 11:40:05","6642107438","XRPUSDT","Market","BUY","0","33XRP","2024-09-26 11:40:05","33XRP","0.59","19.47USDT","FILLED"
"2024-09-26 11:39:54","5976036280","DOGEUSDT","Market","BUY","0","175DOGE","2024-09-26 11:39:54","175DOGE","0.11423","19.99025USDT","FILLED"
"2024-09-26 01:53:05","3650268290","FTMUSDT","Market","BUY","0","15FTM","2024-09-26 01:53:05","15FTM","0.6457","9.6855USDT","FILLED"
"2024-09-25 13:57:08","1360843000","COTIUSDT","Market","BUY","0","80COTI","2024-09-25 13:57:08","80COTI","0.12371","9.8968USDT","FILLED"
"2024-09-25 13:55:57","30723405361","BTCUSDT","Market","BUY","0","0.00015BTC","2024-09-25 13:55:57","0.00015BTC","63657.75","9.5486625USDT","FILLED"
"2024-09-25 13:55:40","5860609319","BNBUSDT","Market","BUY","0","0.016BNB","2024-09-25 13:55:40","0.016BNB","596.1","9.5376USDT","FILLED"
"2024-09-25 13:54:51","511836204","PYTHUSDT","Market","BUY","0","28.9PYTH","2024-09-25 13:54:51","28.9PYTH","0.3454","9.98206USDT","FILLED"
"2024-09-25 01:20:52","3679535282","FILUSDT","Market","BUY","0","3.48FIL","2024-09-25 01:20:52","3.48FIL","3.9","13.572USDT","FILLED"
"2024-09-25 01:20:52","2024847874","FETUSDT","Market","BUY","0","7.9FET","2024-09-25 01:20:52","7.9FET","1.708","13.4932USDT","FILLED"
"2024-09-25 01:20:51","3645676658","FTMUSDT","Market","BUY","0","19FTM","2024-09-25 01:20:51","19FTM","0.6843","13.0017USDT","FILLED"
"2024-09-25 01:20:51","945080067","MINAUSDT","Market","BUY","0","24MINA","2024-09-25 01:20:51","24MINA","0.5642","13.5408USDT","FILLED"
"2024-09-25 01:20:51","30712309433","BTCUSDT","Market","BUY","0","0.00021BTC","2024-09-25 01:20:51","0.00021BTC","64110.01","13.4631021USDT","FILLED"
"2024-09-25 01:20:50","648257639","BEAMXUSDT","Market","BUY","0","782BEAMX","2024-09-25 01:20:50","782BEAMX","0.01734","13.55988USDT","FILLED"
"2024-09-25 01:20:50","1900242945","ARBUSDT","Market","BUY","0","21.7ARB","2024-09-25 01:20:50","21.7ARB","0.6246","13.55382USDT","FILLED"
"2024-09-25 01:20:49","1658313492","INJUSDT","Market","BUY","0","0.62INJ","2024-09-25 01:20:49","0.62INJ","21.81","13.5222USDT","FILLED"
"2024-09-25 01:20:49","1359993263","COTIUSDT","Market","BUY","0","108COTI","2024-09-25 01:20:49","108COTI","0.12485","13.4838USDT","FILLED"
"2024-09-25 01:20:48","611404513","GLMRUSDT","Market","BUY","0","72.3GLMR","2024-09-25 01:20:48","72.3GLMR","0.1878","13.57794USDT","FILLED"
"2024-09-25 01:20:48","1274882449","IMXUSDT","Market","BUY","0","7.66IMX","2024-09-25 01:20:48","7.66IMX","1.768","13.54288USDT","FILLED"
"2024-09-25 01:20:47","5967948656","DOGEUSDT","Market","BUY","0","123DOGE","2024-09-25 01:20:47","123DOGE","0.11005","13.53615USDT","FILLED"
"2024-09-25 01:20:47","3462468832","AVAXUSDT","Market","BUY","0","0.48AVAX","2024-09-25 01:20:47","0.48AVAX","27.95","13.416USDT","FILLED"
"2024-09-25 01:20:46","1046719797","SEIUSDT","Market","BUY","0","28.7SEI","2024-09-25 01:20:46","28.7SEI","0.4711","13.52057USDT","FILLED"
"2024-09-25 01:20:46","1152807390","SKLUSDT","Market","BUY","0","348SKL","2024-09-25 01:20:46","348SKL","0.0389","13.5372USDT","FILLED"
"2024-09-25 01:20:46","446833154","VTHOUSDT","Market","BUY","0","6410VTHO","2024-09-25 01:20:46","6410VTHO","0.002117","13.56997USDT","FILLED"
"2024-09-25 01:11:27","3679516628","FILUSDT","Market","SELL","0","4.3FIL","2024-09-25 01:11:27","4.3FIL","3.903","16.7829USDT","FILLED"
"2024-09-25 01:11:27","1359982745","COTIUSDT","Market","SELL","0","135COTI","2024-09-25 01:11:27","135COTI","0.12508333","16.88625USDT","FILLED"
"2024-09-25 01:11:26","1274872949","IMXUSDT","Market","SELL","0","10.28IMX","2024-09-25 01:11:26","10.28IMX","1.77","18.1956USDT","FILLED"
"2024-09-25 01:11:26","1658291631","INJUSDT","Market","SELL","0","0.78INJ","2024-09-25 01:11:26","0.78INJ","21.8","17.004USDT","FILLED"
"2024-09-25 01:11:25","5858514486","BNBUSDT","Market","SELL","0","0.016BNB","2024-09-25 01:11:25","0.016BNB","605.1","9.6816USDT","FILLED"
"2024-09-25 01:11:25","2024823601","FETUSDT","Market","SELL","0","10FET","2024-09-25 01:11:25","10FET","1.714","17.14USDT","FILLED"
"2024-09-25 01:11:24","648250540","BEAMXUSDT","Market","SELL","0","997BEAMX","2024-09-25 01:11:24","997BEAMX","0.01736","17.30792USDT","FILLED"
"2024-09-25 01:11:24","611402031","GLMRUSDT","Market","SELL","0","91.3GLMR","2024-09-25 01:11:24","91.3GLMR","0.1873","17.10049USDT","FILLED"
"2024-09-25 01:11:23","3462442337","AVAXUSDT","Market","SELL","0","0.57AVAX","2024-09-25 01:11:23","0.57AVAX","27.92","15.9144USDT","FILLED"
"2024-09-25 01:11:23","3645590080","FTMUSDT","Market","SELL","0","23FTM","2024-09-25 01:11:23","23FTM","0.6706","15.4238USDT","FILLED"
"2024-09-25 01:11:23","1152799212","SKLUSDT","Market","SELL","0","464SKL","2024-09-25 01:11:23","464SKL","0.03881418","18.00978USDT","FILLED"
"2024-09-25 01:11:22","532815145","GASUSDT","Market","SELL","0","2.5GAS","2024-09-25 01:11:22","2.5GAS","3.913","9.7825USDT","FILLED"
"2024-09-25 01:11:22","5967916390","DOGEUSDT","Market","SELL","0","153DOGE","2024-09-25 01:11:22","153DOGE","0.11035","16.88355USDT","FILLED"
"2024-09-25 01:11:21","945058689","MINAUSDT","Market","SELL","0","33.8MINA","2024-09-25 01:11:21","33.8MINA","0.5565","18.8097USDT","FILLED"
"2024-09-25 01:11:21","446832388","VTHOUSDT","Market","SELL","0","8084VTHO","2024-09-25 01:11:21","8084VTHO","0.002118","17.121912USDT","FILLED"
"2024-09-25 01:11:20","1900206849","ARBUSDT","Market","SELL","0","28.1ARB","2024-09-25 01:11:20","28.1ARB","0.6225","17.49225USDT","FILLED"
"2024-09-25 01:11:20","1046652081","SEIUSDT","Market","SELL","0","118.1SEI","2024-09-25 01:11:20","118.1SEI","0.4703","55.54243USDT","FILLED"
"2024-09-24 04:53:45","1042668181","SEIUSDT","Market","BUY","0","71.4SEI","2024-09-24 04:53:45","71.4SEI","0.3639","25.98246USDT","FILLED"
"2024-09-22 05:44:06","5845590938","BNBUSDT","Market","BUY","0","0.017BNB","2024-09-22 05:44:06","0.017BNB","583.4","9.9178USDT","FILLED"
"2024-09-22 05:43:07","530306829","GASUSDT","Market","BUY","0","2.6GAS","2024-09-22 05:43:07","2.6GAS","3.841","9.9866USDT","FILLED"
"2024-09-20 15:17:34","3627394255","FTMUSDT","Market","BUY","0","24FTM","2024-09-20 15:17:34","24FTM","0.6493","15.5832USDT","FILLED"
"2024-09-20 15:17:34","3671731716","FILUSDT","Market","BUY","0","4.31FIL","2024-09-20 15:17:34","4.31FIL","3.733","16.08923USDT","FILLED"
"2024-09-20 15:17:34","2006985504","FETUSDT","Market","BUY","0","10.1FET","2024-09-20 15:17:34","10.1FET","1.583","15.9883USDT","FILLED"
"2024-09-20 15:17:33","939337668","MINAUSDT","Market","BUY","0","33.9MINA","2024-09-20 15:17:33","33.9MINA","0.4749","16.09911USDT","FILLED"
"2024-09-20 15:17:33","643685349","BEAMXUSDT","Market","BUY","0","998BEAMX","2024-09-20 15:17:33","998BEAMX","0.01616","16.12768USDT","FILLED"
"2024-09-20 15:17:33","1350846125","COTIUSDT","Market","BUY","0","136COTI","2024-09-20 15:17:33","136COTI","0.1181","16.0616USDT","FILLED"
"2024-09-20 15:17:33","1889320683","ARBUSDT","Market","BUY","0","28.2ARB","2024-09-20 15:17:33","28.2ARB","0.5696","16.06272USDT","FILLED"
"2024-09-20 15:17:32","1267914274","IMXUSDT","Market","BUY","0","10.3IMX","2024-09-20 15:17:32","10.3IMX","1.563","16.0989USDT","FILLED"
"2024-09-20 15:17:32","3451018701","AVAXUSDT","Market","BUY","0","0.59AVAX","2024-09-20 15:17:32","0.59AVAX","27.19","16.0421USDT","FILLED"
"2024-09-20 15:17:32","610169358","GLMRUSDT","Market","BUY","0","91.4GLMR","2024-09-20 15:17:32","91.4GLMR","0.1763","16.11382USDT","FILLED"
"2024-09-20 15:17:32","1647500311","INJUSDT","Market","BUY","0","0.78INJ","2024-09-20 15:17:32","0.78INJ","20.48","15.9744USDT","FILLED"
"2024-09-20 15:17:31","1149886599","SKLUSDT","Market","BUY","0","465SKL","2024-09-20 15:17:31","465SKL","0.03461","16.09365USDT","FILLED"
"2024-09-20 15:17:31","445906609","VTHOUSDT","Market","BUY","0","8093VTHO","2024-09-20 15:17:31","8093VTHO","0.001993","16.129349USDT","FILLED"
"2024-09-20 15:17:31","1030561703","SEIUSDT","Market","BUY","0","46.8SEI","2024-09-20 15:17:31","46.8SEI","0.344","16.0992USDT","FILLED"
"2024-09-20 15:17:31","5947908608","DOGEUSDT","Market","BUY","0","154DOGE","2024-09-20 15:17:31","154DOGE","0.104","16.016USDT","FILLED"
"2024-09-19 13:41:39","1346451942","COTIUSDT","Market","SELL","0","135COTI","2024-09-19 13:41:39","135COTI","0.10941","14.77035USDT","FILLED"
"2024-09-19 13:41:39","3669546867","FILUSDT","Market","SELL","0","3.11FIL","2024-09-19 13:41:39","3.11FIL","3.675","11.42925USDT","FILLED"
"2024-09-19 13:41:38","609856525","GLMRUSDT","Market","SELL","0","68.7GLMR","2024-09-19 13:41:38","68.7GLMR","0.1749","12.01563USDT","FILLED"
"2024-09-19 13:41:38","2002036279","FETUSDT","Market","SELL","0","9.6FET","2024-09-19 13:41:38","9.6FET","1.543","14.8128USDT","FILLED"
"2024-09-19 13:41:38","3727844290","ETCUSDT","Market","SELL","0","0.79ETC","2024-09-19 13:41:38","0.79ETC","18.61","14.7019USDT","FILLED"
"2024-09-19 13:41:38","1644658080","INJUSDT","Market","SELL","0","0.61INJ","2024-09-19 13:41:38","0.61INJ","20.5","12.505USDT","FILLED"
"2024-09-19 13:41:38","1265325339","IMXUSDT","Market","SELL","0","8.93IMX","2024-09-19 13:41:38","8.93IMX","1.473","13.15389USDT","FILLED"
"2024-09-19 13:41:37","3447342396","AVAXUSDT","Market","SELL","0","0.47AVAX","2024-09-19 13:41:37","0.47AVAX","26.2","12.314USDT","FILLED"
"2024-09-19 13:41:37","5942035686","DOGEUSDT","Market","SELL","0","109DOGE","2024-09-19 13:41:37","109DOGE","0.10482","11.42538USDT","FILLED"
"2024-09-19 13:41:37","1149094619","SKLUSDT","Market","SELL","0","348SKL","2024-09-19 13:41:37","348SKL","0.03492","12.15216USDT","FILLED"
"2024-09-19 13:41:37","641949605","BEAMXUSDT","Market","SELL","0","878BEAMX","2024-09-19 13:41:37","878BEAMX","0.01697","14.89966USDT","FILLED"
"2024-09-19 13:41:37","3622028468","FTMUSDT","Market","SELL","0","26FTM","2024-09-19 13:41:37","26FTM","0.6314","16.4164USDT","FILLED"
"2024-09-19 13:41:36","1885491685","ARBUSDT","Market","SELL","0","21ARB","2024-09-19 13:41:36","21ARB","0.5496","11.5416USDT","FILLED"
"2024-09-19 13:41:36","937887339","MINAUSDT","Market","SELL","0","25.6MINA","2024-09-19 13:41:36","25.6MINA","0.4652","11.90912USDT","FILLED"
"2024-09-19 13:41:36","445627091","VTHOUSDT","Market","SELL","0","5779VTHO","2024-09-19 13:41:36","5779VTHO","0.001989","11.494431USDT","FILLED"
"2024-09-19 13:41:36","893426876","CAKEUSDT","Market","SELL","0","6.41CAKE","2024-09-19 13:41:36","6.41CAKE","1.827","11.71107USDT","FILLED"
"2024-09-19 13:41:36","1026831378","SEIUSDT","Market","SELL","0","38.7SEI","2024-09-19 13:41:36","38.7SEI","0.3328","12.87936USDT","FILLED"
"2024-09-19 13:41:35","3948409189","BCHUSDT","Market","SELL","0","0.035BCH","2024-09-19 13:41:35","0.035BCH","339.2","11.872USDT","FILLED"
"2024-09-15 03:11:26","3940656361","BCHUSDT","Market","BUY","0","0.036BCH","2024-09-15 03:11:26","0.036BCH","328.7","11.8332USDT","FILLED"
"2024-09-15 03:10:57","3723638840","ETCUSDT","Market","BUY","0","0.8ETC","2024-09-15 03:10:57","0.8ETC","18.61","14.888USDT","FILLED"
"2024-09-06 14:29:01","1958387014","FETUSDT","Market","BUY","0","9.7FET","2024-09-06 14:29:01","9.7FET","1.062","10.3014USDT","FILLED"
"2024-09-06 14:29:01","883240255","CAKEUSDT","Market","BUY","0","6.42CAKE","2024-09-06 14:29:01","6.42CAKE","1.617","10.38114USDT","FILLED"
"2024-09-06 14:29:01","3574448695","FTMUSDT","Market","BUY","0","27FTM","2024-09-06 14:29:01","27FTM","0.3795","10.2465USDT","FILLED"
"2024-09-06 14:29:01","3646740571","FILUSDT","Market","BUY","0","3.12FIL","2024-09-06 14:29:01","3.12FIL","3.324","10.37088USDT","FILLED"
"2024-09-06 14:29:00","1317009740","COTIUSDT","Market","BUY","0","135COTI","2024-09-06 14:29:00","135COTI","0.07674","10.3599USDT","FILLED"
"2024-09-06 14:29:00","628805681","BEAMXUSDT","Market","BUY","0","879BEAMX","2024-09-06 14:29:00","879BEAMX","0.01181","10.38099USDT","FILLED"
"2024-09-06 14:29:00","1249032707","IMXUSDT","Market","BUY","0","8.94IMX","2024-09-06 14:29:00","8.94IMX","1.16","10.3704USDT","FILLED"
"2024-09-06 14:29:00","924723585","MINAUSDT","Market","BUY","0","25.7MINA","2024-09-06 14:29:00","25.7MINA","0.4029","10.35453USDT","FILLED"
"2024-09-06 14:29:00","1857812465","ARBUSDT","Market","BUY","0","21.1ARB","2024-09-06 14:29:00","21.1ARB","0.4912","10.36432USDT","FILLED"
"2024-09-06 14:29:00","1613680656","INJUSDT","Market","BUY","0","0.62INJ","2024-09-06 14:29:00","0.62INJ","16.54","10.2548USDT","FILLED"
"2024-09-06 14:28:59","1141346102","SKLUSDT","Market","BUY","0","349SKL","2024-09-06 14:28:59","349SKL","0.02972","10.37228USDT","FILLED"
"2024-09-06 14:28:59","5883146695","DOGEUSDT","Market","BUY","0","110DOGE","2024-09-06 14:28:59","110DOGE","0.09417","10.3587USDT","FILLED"
"2024-09-06 14:28:59","443627142","VTHOUSDT","Market","BUY","0","5785VTHO","2024-09-06 14:28:59","5785VTHO","0.001794","10.37829USDT","FILLED"
"2024-09-06 14:28:59","606495581","GLMRUSDT","Market","BUY","0","68.8GLMR","2024-09-06 14:28:59","68.8GLMR","0.1507","10.36816USDT","FILLED"
"2024-09-06 14:28:59","999725260","SEIUSDT","Market","BUY","0","38.8SEI","2024-09-06 14:28:59","38.8SEI","0.2674","10.37512USDT","FILLED"
"2024-09-06 14:28:59","3415814899","AVAXUSDT","Market","BUY","0","0.48AVAX","2024-09-06 14:28:59","0.48AVAX","21.33","10.2384USDT","FILLED"
"2024-09-02 01:53:38","1943666403","FETUSDT","Market","SELL","0","8.5FET","2024-09-02 01:53:38","8.5FET","1.166","9.911USDT","FILLED"
"2024-08-15 11:28:13","1897090534","FETUSDT","Market","BUY","0","8.6FET","2024-08-15 11:28:13","8.6FET","0.855","7.353USDT","FILLED"
"2024-08-15 11:28:13","3601289219","FILUSDT","Market","BUY","0","2.04FIL","2024-08-15 11:28:13","2.04FIL","3.634","7.41336USDT","FILLED"
"2024-08-15 11:28:13","861743076","CAKEUSDT","Market","BUY","0","4.65CAKE","2024-08-15 11:28:13","4.65CAKE","1.598","7.4307USDT","FILLED"
"2024-08-15 11:28:13","3498087178","FTMUSDT","Market","BUY","0","19FTM","2024-08-15 11:28:13","19FTM","0.3746","7.1174USDT","FILLED"
"2024-08-15 11:28:12","1803385067","ARBUSDT","Market","BUY","0","13.1ARB","2024-08-15 11:28:12","13.1ARB","0.5662","7.41722USDT","FILLED"
