"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2024-08-14 13:33:10","7276614037","SOLUSDT","Market","BUY","0","0.039SOL","2024-08-14 13:33:10","0.039SOL","150.61","5.87379USDT","FILLED"
"2024-08-14 13:27:25","7276513322","SOLUSDT","Market","BUY","0","0.037SOL","2024-08-14 13:27:25","0.037SOL","149.56","5.53372USDT","FILLED"
"2024-08-13 03:12:03","7258550427","SOLUSDT","Market","BUY","0","0.097SOL","2024-08-13 03:12:03","0.097SOL","144.16","13.98352USDT","FILLED"
"2024-08-01 09:27:12","5613929255","DOGEUSDT","Market","BUY","0","49DOGE","2024-08-01 09:27:12","49DOGE","0.12102","5.92998USDT","FILLED"
"2024-08-01 09:27:01","916393873","SEIUSDT","Market","SELL","0","19SEI","2024-08-01 09:27:01","19SEI","0.316","6.004USDT","FILLED"
"2024-07-23 15:28:23","5553028221","DOGEUSDT","Market","BUY","0","37DOGE","2024-07-23 15:28:23","37DOGE","0.13269","4.90953USDT","FILLED"
"2024-07-20 06:25:44","5523214284","DOGEUSDT","Market","BUY","0","117DOGE","2024-07-20 06:25:44","117DOGE","0.12745","14.91165USDT","FILLED"
"2024-07-10 16:31:00","426088185","VTHOUSDT","Market","SELL","0","18266VTHO","2024-07-10 16:31:00","18266VTHO","0.00235","42.9251USDT","FILLED"
"2024-07-10 16:30:52","426088157","VTHOUSDT","Market","BUY","0","18283VTHO","2024-07-10 16:30:52","18283VTHO","0.00235288","43.017776USDT","FILLED"
"2024-07-10 16:29:32","6646508798","SOLUSDT","Market","SELL","0","0.304SOL","2024-07-10 16:29:32","0.304SOL","141.66","43.06464USDT","FILLED"
"2024-07-10 05:12:52","5468812380","DOGEUSDT","Market","BUY","0","67DOGE","2024-07-10 05:12:52","67DOGE","0.11","7.37USDT","FILLED"
"2024-07-10 05:12:43","6641194686","SOLUSDT","Market","SELL","0","0.051SOL","2024-07-10 05:12:43","0.051SOL","145.5","7.4205USDT","FILLED"
"2024-07-02 07:32:28","6531330991","SOLUSDT","Market","SELL","0","0.183SOL","2024-07-02 07:32:28","0.183SOL","147.47","26.98701USDT","FILLED"
"2024-07-01 07:40:38","5409736447","DOGEUSDT","Market","BUY","0","100DOGE","2024-07-01 07:40:38","100DOGE","0.12672","12.672USDT","FILLED"
"2024-07-01 07:40:21","6523711484","SOLUSDT","Market","SELL","0","0.087SOL","2024-07-01 07:40:21","0.087SOL","148.26","12.89862USDT","FILLED"
"2024-06-17 11:15:44","5343613014","DOGEUSDT","Market","BUY","0","38DOGE","2024-06-17 11:15:44","38DOGE","0.13388","5.08744USDT","FILLED"
"2024-06-11 13:37:19","6337550670","SOLUSDT","Limit","BUY","153.15","2.243SOL","2024-06-11 13:37:19","2.243SOL","152.86","342.86498USDT","FILLED"
"2024-05-26 16:21:26","793835277","SEIUSDT","Market","BUY","0","19.4SEI","2024-05-26 16:21:26","19.4SEI","0.5326","10.33244USDT","FILLED"
"2024-05-26 05:59:30","6224746740","SOLUSDT","Market","BUY","0","0.31SOL","2024-05-26 05:59:30","0.31SOL","166.72","51.6832USDT","FILLED"
"2024-05-25 09:02:21","6219309388","SOLUSDT","Market","BUY","0","3.25SOL","2024-05-25 09:02:21","3.25SOL","168.74","548.405USDT","FILLED"
"2024-05-25 09:02:14","6219308903","SOLUSDT","Limit","BUY","168.7","3.252SOL","2024-05-25 09:02:16","0SOL","0","0USDT","CANCELED"
"2024-05-25 05:22:40","6218386966","SOLUSDT","Market","SELL","0","6.496SOL","2024-05-25 05:22:40","6.496SOL","169.53","1101.26688USDT","FILLED"
"2024-05-25 05:13:20","6218349813","SOLUSDT","Limit","SELL","180","6.496SOL","2024-05-25 05:22:33","0SOL","0","0USDT","CANCELED"
"2024-04-07 15:32:03","4811136899","DOGEUSDT","Market","BUY","0","101DOGE","2024-04-07 15:32:03","101DOGE","0.20378","20.58178USDT","FILLED"
"2024-04-07 15:31:43","4139299746","LTCUSDT","Market","SELL","0","0.2LTC","2024-04-07 15:31:43","0.2LTC","103","20.6USDT","FILLED"
"2024-04-07 14:56:47","4139236046","LTCUSDT","Market","BUY","0","0.203LTC","2024-04-07 14:56:47","0.203LTC","103.67","21.04501USDT","FILLED"
"2024-04-07 14:56:32","26311368267","BTCUSDT","Market","SELL","0","0.0003BTC","2024-04-07 14:56:32","0.0003BTC","69641.64","20.892492USDT","FILLED"
"2024-04-07 14:53:23","26311305848","BTCUSDT","Market","BUY","0","0.00031BTC","2024-04-07 14:53:23","0.00031BTC","69596.97","21.5750607USDT","FILLED"
"2024-03-10 04:50:39","4023130229","LTCUSDT","Market","BUY","0","0.111LTC","2024-03-10 04:50:39","0.111LTC","89.42","9.92562USDT","FILLED"
"2024-03-06 13:20:32","5252781027","SOLUSDT","Market","SELL","0","0.05SOL","2024-03-06 13:20:32","0.05SOL","128.34","6.417USDT","FILLED"
"2024-03-06 13:20:18","5252778510","SOLUSDT","Limit","SELL","128.48","0.05SOL","2024-03-06 13:20:28","0SOL","0","0USDT","CANCELED"
"2024-03-05 16:49:13","5236545560","SOLUSDT","Market","BUY","0","0.06SOL","2024-03-05 16:49:13","0.06SOL","132.32","7.9392USDT","FILLED"
"2024-03-04 07:36:15","5216723856","SOLUSDT","Market","BUY","0","0.07SOL","2024-03-04 07:36:15","0.07SOL","128.95","9.0265USDT","FILLED"
"2024-03-04 00:49:05","5214158612","SOLUSDT","Market","BUY","0","0.15SOL","2024-03-04 00:49:05","0.15SOL","130.8","19.62USDT","FILLED"
"2024-03-03 13:56:16","5210636590","SOLUSDT","Market","BUY","0","0.15SOL","2024-03-03 13:56:16","0.15SOL","128.7","19.305USDT","FILLED"
"2024-03-03 03:11:37","5205565946","SOLUSDT","Market","BUY","0","0.15SOL","2024-03-03 03:11:37","0.15SOL","129.83","19.4745USDT","FILLED"
"2024-03-03 02:55:58","5205489939","SOLUSDT","Market","BUY","0","0.03SOL","2024-03-03 02:55:58","0.03SOL","128.8","3.864USDT","FILLED"
"2024-03-02 12:44:21","5200416360","SOLUSDT","Market","BUY","0","0.06SOL","2024-03-02 12:44:21","0.06SOL","129.86","7.7916USDT","FILLED"
"2024-03-02 11:09:39","5199878399","SOLUSDT","Market","BUY","0","0.23SOL","2024-03-02 11:09:39","0.23SOL","129.17","29.7091USDT","FILLED"
"2024-03-02 11:08:05","5199868944","SOLUSDT","Market","BUY","0","0.06SOL","2024-03-02 11:08:05","0.06SOL","128.98","7.7388USDT","FILLED"
"2024-03-01 03:41:13","760066670","IMXUSDT","Market","SELL","0","1.95IMX","2024-03-01 03:41:13","1.95IMX","3.2071","6.253845USDT","FILLED"
"2024-03-01 03:41:13","1937851822","APTUSDT","Market","SELL","0","0.53APT","2024-03-01 03:41:13","0.53APT","11.7985","6.253205USDT","FILLED"
"2024-03-01 03:41:11","350823466","VTHOUSDT","Market","SELL","0","651VTHO","2024-03-01 03:41:11","651VTHO","0.00481898","3.137155USDT","FILLED"
"2024-03-01 03:40:41","1937848321","APTUSDT","Market","SELL","0","0.52APT","2024-03-01 03:40:41","0.52APT","11.8007","6.136364USDT","FILLED"
"2024-03-01 03:40:40","760065246","IMXUSDT","Market","SELL","0","1.94IMX","2024-03-01 03:40:40","1.94IMX","3.2106","6.228564USDT","FILLED"
"2024-03-01 03:40:38","350823300","VTHOUSDT","Market","SELL","0","651VTHO","2024-03-01 03:40:38","651VTHO","0.004823","3.139773USDT","FILLED"
"2024-03-01 03:39:04","350822955","VTHOUSDT","Market","BUY","0","2607VTHO","2024-03-01 03:39:04","2607VTHO","0.004813","12.547491USDT","FILLED"
"2024-03-01 03:39:04","760062869","IMXUSDT","Market","BUY","0","3.9IMX","2024-03-01 03:39:04","3.9IMX","3.21119231","12.52365USDT","FILLED"
"2024-03-01 03:39:03","1937840379","APTUSDT","Market","BUY","0","1.06APT","2024-03-01 03:39:03","1.06APT","11.8194","12.528564USDT","FILLED"
"2024-03-01 03:39:03","4304135641","DOGEUSDT","Market","BUY","0","104DOGE","2024-03-01 03:39:03","104DOGE","0.1196","12.4384USDT","FILLED"
"2024-03-01 03:39:01","739269858","RNDRUSDT","Market","BUY","0","1.68RNDR","2024-03-01 03:39:01","1.68RNDR","7.434","12.48912USDT","FILLED"
"2024-02-28 18:30:52","5058043552","BNBUSDT","Market","SELL","0","0.038BNB","2024-02-28 18:30:52","0.038BNB","405.7","15.4166USDT","FILLED"
"2024-02-27 05:25:20","59073109","PYTHUSDT","Market","SELL","0","27.9PYTH","2024-02-27 05:25:20","27.9PYTH","0.7483","20.87757USDT","FILLED"
"2024-02-27 05:25:19","325604594","MANTAUSDT","Market","SELL","0","6.8MANTA","2024-02-27 05:25:19","6.8MANTA","3.008","20.4544USDT","FILLED"
"2024-02-27 05:25:19","247691739","BEAMXUSDT","Market","SELL","0","579BEAMX","2024-02-27 05:25:19","579BEAMX","0.036175","20.945325USDT","FILLED"
"2024-02-27 05:25:18","472585722","SEIUSDT","Market","SELL","0","23.4SEI","2024-02-27 05:25:18","23.4SEI","0.8932","20.90088USDT","FILLED"
"2024-02-27 05:25:18","851018974","SUIUSDT","Market","SELL","0","12.5SUI","2024-02-27 05:25:18","12.5SUI","1.6576","20.72USDT","FILLED"
"2024-02-27 05:25:17","463888570","GLMRUSDT","Market","SELL","0","46.6GLMR","2024-02-27 05:25:17","46.6GLMR","0.4504","20.98864USDT","FILLED"
"2024-02-27 05:25:17","1122786868","ARBUSDT","Market","SELL","0","10.8ARB","2024-02-27 05:25:17","10.8ARB","1.9269","20.81052USDT","FILLED"
"2024-02-27 05:25:16","895350146","SKLUSDT","Market","SELL","0","227SKL","2024-02-27 05:25:16","227SKL","0.09183392","20.8463USDT","FILLED"
"2024-02-27 05:25:15","1257770584","TRBUSDT","Market","SELL","0","0.16TRB","2024-02-27 05:25:15","0.16TRB","117.28","18.7648USDT","FILLED"
"2024-02-27 05:24:06","1122784042","ARBUSDT","Market","BUY","0","10.9ARB","2024-02-27 05:24:06","10.9ARB","1.9251","20.98359USDT","FILLED"
"2024-02-27 05:24:05","247690171","BEAMXUSDT","Market","BUY","0","580BEAMX","2024-02-27 05:24:05","580BEAMX","0.036185","20.9873USDT","FILLED"
"2024-02-27 05:24:04","463888021","GLMRUSDT","Market","BUY","0","46.7GLMR","2024-02-27 05:24:04","46.7GLMR","0.45","21.015USDT","FILLED"
"2024-02-27 05:24:04","1257768865","TRBUSDT","Market","BUY","0","0.17TRB","2024-02-27 05:24:04","0.17TRB","117.2","19.924USDT","FILLED"
"2024-02-27 05:24:03","472582739","SEIUSDT","Market","BUY","0","23.5SEI","2024-02-27 05:24:03","23.5SEI","0.8944","21.0184USDT","FILLED"
"2024-02-27 05:24:02","895349027","SKLUSDT","Market","BUY","0","228SKL","2024-02-27 05:24:02","228SKL","0.09177","20.92356USDT","FILLED"
"2024-02-27 05:24:01","348707117","VTHOUSDT","Market","BUY","0","4197VTHO","2024-02-27 05:24:01","4197VTHO","0.00501","21.02697USDT","FILLED"
"2024-02-27 05:24:00","851017372","SUIUSDT","Market","BUY","0","12.6SUI","2024-02-27 05:24:00","12.6SUI","1.6583","20.89458USDT","FILLED"
"2024-02-27 05:24:00","325602570","MANTAUSDT","Market","BUY","0","6.9MANTA","2024-02-27 05:24:00","6.9MANTA","3.012","20.7828USDT","FILLED"
"2024-02-27 05:23:59","3364924055","ETCUSDT","Market","BUY","0","0.74ETC","2024-02-27 05:23:59","0.74ETC","28.25","20.905USDT","FILLED"
"2024-02-27 05:23:58","59069489","PYTHUSDT","Market","BUY","0","28PYTH","2024-02-27 05:23:58","28PYTH","0.7496","20.9888USDT","FILLED"
"2024-02-25 13:59:20","243724022","BEAMXUSDT","Market","SELL","0","185BEAMX","2024-02-25 13:59:20","185BEAMX","0.031669","5.858765USDT","FILLED"
"2024-02-25 02:52:26","242962160","BEAMXUSDT","Market","BUY","0","185BEAMX","2024-02-25 02:52:26","185BEAMX","0.032383","5.990855USDT","FILLED"
"2024-02-14 16:23:31","408094034","SEIUSDT","Limit","BUY","0.83","195.4SEI","2024-02-15 04:45:23","0SEI","0","0USDT","CANCELED"
"2024-02-14 16:22:57","408089987","SEIUSDT","Limit","BUY","0.8","202.8SEI","2024-02-15 04:45:24","0SEI","0","0USDT","CANCELED"
"2024-02-14 16:22:28","408086831","SEIUSDT","Limit","BUY","0.8","196.7SEI","2024-02-14 16:22:48","0SEI","0","0USDT","CANCELED"
"2024-02-14 16:22:19","408085753","SEIUSDT","Limit","BUY","0.825","196.6SEI","2024-02-14 16:22:49","0SEI","0","0USDT","CANCELED"
"2024-02-14 16:15:25","408028669","SEIUSDT","Limit","BUY","0.792","405.6SEI","2024-02-14 16:22:01","0SEI","0","0USDT","CANCELED"
"2024-02-14 03:59:30","3348085470","ETCUSDT","Market","SELL","0","0.22ETC","2024-02-14 03:59:30","0.22ETC","26.04","5.7288USDT","FILLED"
"2024-02-14 03:59:05","3348085422","ETCUSDT","Market","BUY","0","0.23ETC","2024-02-14 03:59:05","0.23ETC","26.05","5.9915USDT","FILLED"
"2024-02-09 05:16:41","3341947065","ETCUSDT","Market","BUY","0","0.28ETC","2024-02-09 05:16:41","0.28ETC","25.85","7.238USDT","FILLED"
"2024-02-09 03:41:36","2969320193","FILUSDT","Market","SELL","0","1.85FIL","2024-02-09 03:41:36","1.85FIL","5.324","9.8494USDT","FILLED"
"2024-02-09 03:17:03","2969265289","FILUSDT","Market","BUY","0","1.87FIL","2024-02-09 03:17:03","1.87FIL","5.299","9.90913USDT","FILLED"
"2024-02-08 15:48:43","2726548370","AVAXUSDT","Market","SELL","0","1.5AVAX","2024-02-08 15:48:43","1.5AVAX","36.03","54.045USDT","FILLED"
"2024-02-08 15:37:28","2726520195","AVAXUSDT","Limit","BUY","36.07","2AVAX","2024-02-08 15:37:28","2AVAX","36.04","72.08USDT","FILLED"
"2024-02-08 10:27:33","5025621369","BNBUSDT","Market","BUY","0","0.015BNB","2024-02-08 10:27:33","0.015BNB","316.3","4.7445USDT","FILLED"
"2024-02-08 09:57:35","2726005492","AVAXUSDT","Market","BUY","0","0.28AVAX","2024-02-08 09:57:35","0.28AVAX","35.55","9.954USDT","FILLED"
"2024-02-08 09:57:19","2726005278","AVAXUSDT","Limit","BUY","35.54","1AVAX","2024-02-08 09:57:24","0AVAX","0","0USDT","CANCELED"
"2024-02-08 09:24:34","448088577","GLMRUSDT","Market","BUY","0","13.8GLMR","2024-02-08 09:24:34","13.8GLMR","0.3805","5.2509USDT","FILLED"
"2024-02-07 03:56:19","1097557470","INJUSDT","Market","SELL","0","1INJ","2024-02-07 03:56:19","1INJ","31.39","31.39USDT","FILLED"
"2024-02-07 03:56:19","24715631806","BTCUSDT","Market","SELL","0","0.00013BTC","2024-02-07 03:56:19","0.00013BTC","42793.47","5.5631511USDT","FILLED"
"2024-02-02 12:59:22","4408402025","ADAUSDT","Market","BUY","0","68.1ADA","2024-02-02 12:59:22","68.1ADA","0.5136","34.97616USDT","FILLED"
"2024-01-28 06:01:39","24559261777","BTCUSDT","Limit-Maker","BUY","42000","0.00014BTC","2024-01-28 08:42:27","0BTC","0","0USDT","EXPIRED"
"2024-01-28 06:01:39","24559261776","BTCUSDT","Stop-Limit","BUY","42700","0.00014BTC","2024-01-28 08:42:27","0.00014BTC","42600","5.964USDT","FILLED"
"2024-01-28 05:57:29","24559237794","BTCUSDT","Stop-Limit","BUY","42378.99","0.00014BTC","2024-01-28 06:01:38","0BTC","0","0USDT","CANCELED"
"2024-01-28 05:57:29","24559237795","BTCUSDT","Limit-Maker","BUY","42200","0.00014BTC","2024-01-28 06:01:38","0BTC","0","0USDT","CANCELED"
"2024-01-28 05:50:18","24559176800","BTCUSDT","Limit-Maker","BUY","42200","0.0002BTC","2024-01-28 05:57:10","0BTC","0","0USDT","CANCELED"
"2024-01-28 05:50:18","24559176799","BTCUSDT","Stop-Limit","BUY","42378.99","0.0002BTC","2024-01-28 05:57:10","0BTC","0","0USDT","CANCELED"
"2024-01-28 05:20:03","24558765291","BTCUSDT","Stop-Limit","BUY","42797","0.0002BTC","2024-01-28 05:48:55","0BTC","0","0USDT","CANCELED"
"2024-01-28 03:34:38","24557315300","BTCUSDT","Stop-Limit","BUY","42116.12","0.00014BTC","2024-01-28 05:18:22","0BTC","0","0USDT","CANCELED"
"2024-01-28 03:15:22","5016227407","BNBUSDT","Market","BUY","0","0.016BNB","2024-01-28 03:15:22","0.016BNB","305.2","4.8832USDT","FILLED"
"2024-01-24 14:17:30","4904110648","SOLUSDT","Market","SELL","0","0.08SOL","2024-01-24 14:17:30","0.08SOL","85.58","6.8464USDT","FILLED"
"2024-01-24 14:17:30","2806429230","FTMUSDT","Market","SELL","0","15FTM","2024-01-24 14:17:30","15FTM","0.3375","5.0625USDT","FILLED"
"2024-01-24 14:17:29","5012184247","BNBUSDT","Market","SELL","0","0.06BNB","2024-01-24 14:17:29","0.06BNB","294","17.64USDT","FILLED"
"2024-01-23 10:37:25","630829840","RNDRUSDT","Market","SELL","0","3.88RNDR","2024-01-23 10:37:25","3.88RNDR","3.635","14.1038USDT","FILLED"
"2024-01-23 10:37:25","488955597","MINAUSDT","Market","SELL","0","19.1MINA","2024-01-23 10:37:25","19.1MINA","0.9739","18.60149USDT","FILLED"
"2024-01-22 16:15:05","629084475","RNDRUSDT","Market","SELL","0","6.19RNDR","2024-01-22 16:15:05","6.19RNDR","3.809","23.57771USDT","FILLED"
"2024-01-22 16:15:05","486922951","MINAUSDT","Market","SELL","0","14.5MINA","2024-01-22 16:15:05","14.5MINA","1.0577","15.33665USDT","FILLED"
"2024-01-21 14:08:41","627150356","RNDRUSDT","Market","SELL","0","1.3RNDR","2024-01-21 14:08:41","1.3RNDR","4.034","5.2442USDT","FILLED"
"2024-01-21 14:08:40","794089303","HBARUSDT","Market","SELL","0","79HBAR","2024-01-21 14:08:40","79HBAR","0.0768","6.0672USDT","FILLED"
"2024-01-10 23:22:05","1710223949","APTUSDT","Market","SELL","0","2.48APT","2024-01-10 23:22:05","2.48APT","9.0868","22.535264USDT","FILLED"
"2024-01-10 23:22:05","263147687","SEIUSDT","Market","SELL","0","34.9SEI","2024-01-10 23:22:05","34.9SEI","0.7668","26.76132USDT","FILLED"
"2024-01-10 23:22:05","894076795","ARBUSDT","Market","SELL","0","12.8ARB","2024-01-10 23:22:05","12.8ARB","2.2711","29.07008USDT","FILLED"
"2024-01-10 23:22:05","980372489","OPUSDT","Market","SELL","0","7.02OP","2024-01-10 23:22:05","7.02OP","4.058","28.48716USDT","FILLED"
"2024-01-10 23:22:04","604062380","RNDRUSDT","Market","SELL","0","6.02RNDR","2024-01-10 23:22:04","6.02RNDR","4.337","26.10874USDT","FILLED"
"2024-01-10 23:22:04","829518937","SKLUSDT","Market","SELL","0","285SKL","2024-01-10 23:22:04","285SKL","0.09852","28.0782USDT","FILLED"
"2024-01-10 23:22:04","622223451","IMXUSDT","Market","SELL","0","11.8IMX","2024-01-10 23:22:04","11.8IMX","2.13906102","25.24092USDT","FILLED"
"2024-01-10 23:22:04","455614076","MINAUSDT","Market","SELL","0","20.2MINA","2024-01-10 23:22:04","20.2MINA","1.2629","25.51058USDT","FILLED"
"2024-01-10 23:22:04","2897838900","FILUSDT","Market","SELL","0","3.77FIL","2024-01-10 23:22:04","3.77FIL","6.068","22.87636USDT","FILLED"
"2024-01-10 23:22:04","1405904538","GRTUSDT","Market","SELL","0","130GRT","2024-01-10 23:22:04","130GRT","0.1819","23.647USDT","FILLED"
"2024-01-10 23:22:04","2188028325","NEARUSDT","Market","SELL","0","6.8NEAR","2024-01-10 23:22:04","6.8NEAR","3.673","24.9764USDT","FILLED"
"2024-01-10 23:22:03","3743327474","DOTUSDT","Market","SELL","0","3.17DOT","2024-01-10 23:22:03","3.17DOT","8.079","25.61043USDT","FILLED"
"2024-01-10 23:22:03","2640319767","AVAXUSDT","Market","SELL","0","0.64AVAX","2024-01-10 23:22:03","0.64AVAX","39.51","25.2864USDT","FILLED"
"2024-01-10 23:22:02","1640708036","ALGOUSDT","Market","SELL","0","121ALGO","2024-01-10 23:22:02","121ALGO","0.2033","24.5993USDT","FILLED"
"2024-01-10 23:22:02","3381603586","MATICUSDT","Market","SELL","0","27.7MATIC","2024-01-10 23:22:02","27.7MATIC","0.9108","25.22916USDT","FILLED"
"2024-01-10 23:22:02","4779629529","SOLUSDT","Market","SELL","0","0.22SOL","2024-01-10 23:22:02","0.22SOL","104.91","23.0802USDT","FILLED"
"2024-01-10 23:22:02","787753688","HBARUSDT","Market","SELL","0","282HBAR","2024-01-10 23:22:02","282HBAR","0.085","23.97USDT","FILLED"
"2024-01-10 23:22:02","2780664646","FTMUSDT","Market","SELL","0","55FTM","2024-01-10 23:22:02","55FTM","0.4359","23.9745USDT","FILLED"
"2024-01-10 23:22:01","2371181003","VETUSDT","Market","SELL","0","759.8VET","2024-01-10 23:22:01","759.8VET","0.0335","25.4533USDT","FILLED"
"2024-01-10 23:22:01","2152801741","THETAUSDT","Market","SELL","0","20.5THETA","2024-01-10 23:22:01","20.5THETA","1.114","22.837USDT","FILLED"
"2024-01-06 05:40:55","958547141","OPUSDT","Market","BUY","0","7.03OP","2024-01-06 05:40:55","7.03OP","3.244","22.80532USDT","FILLED"
"2024-01-06 05:40:55","2173096492","NEARUSDT","Market","BUY","0","6.9NEAR","2024-01-06 05:40:55","6.9NEAR","3.289","22.6941USDT","FILLED"
"2024-01-06 05:40:54","1634611865","ALGOUSDT","Market","BUY","0","122ALGO","2024-01-06 05:40:54","122ALGO","0.187","22.814USDT","FILLED"
"2024-01-06 05:40:54","1688841436","APTUSDT","Market","BUY","0","2.49APT","2024-01-06 05:40:54","2.49APT","9.1362","22.749138USDT","FILLED"
"2024-01-06 05:40:54","2148956341","THETAUSDT","Market","BUY","0","20.6THETA","2024-01-06 05:40:54","20.6THETA","1.105","22.763USDT","FILLED"
"2024-01-06 05:40:54","784500548","HBARUSDT","Market","BUY","0","283HBAR","2024-01-06 05:40:54","283HBAR","0.0805","22.7815USDT","FILLED"
"2024-01-06 05:40:54","2769779313","FTMUSDT","Market","BUY","0","56FTM","2024-01-06 05:40:54","56FTM","0.4024","22.5344USDT","FILLED"
"2024-01-06 05:40:54","818397901","SKLUSDT","Market","BUY","0","286SKL","2024-01-06 05:40:54","286SKL","0.07947","22.72842USDT","FILLED"
"2024-01-06 05:40:53","591951097","RNDRUSDT","Market","BUY","0","6.03RNDR","2024-01-06 05:40:53","6.03RNDR","3.782","22.80546USDT","FILLED"
"2024-01-06 05:40:53","2878952744","FILUSDT","Market","BUY","0","3.78FIL","2024-01-06 05:40:53","3.78FIL","6.02","22.7556USDT","FILLED"
"2024-01-06 05:40:53","439716958","MINAUSDT","Market","BUY","0","20.2MINA","2024-01-06 05:40:53","20.2MINA","1.1261","22.74722USDT","FILLED"
"2024-01-06 05:40:53","2365895684","VETUSDT","Market","BUY","0","760.6VET","2024-01-06 05:40:53","760.6VET","0.02999","22.810394USDT","FILLED"
"2024-01-06 05:40:52","610045809","IMXUSDT","Market","BUY","0","11.82IMX","2024-01-06 05:40:52","11.82IMX","1.92866692","22.796843USDT","FILLED"
"2024-01-06 05:40:52","3726482568","DOTUSDT","Market","BUY","0","3.18DOT","2024-01-06 05:40:52","3.18DOT","7.152","22.74336USDT","FILLED"
"2024-01-06 05:40:52","2618955400","AVAXUSDT","Market","BUY","0","0.65AVAX","2024-01-06 05:40:52","0.65AVAX","34.67","22.5355USDT","FILLED"
"2024-01-06 05:40:52","3359594714","MATICUSDT","Market","BUY","0","27.8MATIC","2024-01-06 05:40:52","27.8MATIC","0.8195","22.7821USDT","FILLED"
"2024-01-06 05:40:51","849752055","ARBUSDT","Market","BUY","0","12.9ARB","2024-01-06 05:40:51","12.9ARB","1.7536","22.62144USDT","FILLED"
"2024-01-06 05:40:51","4721882855","SOLUSDT","Market","BUY","0","0.23SOL","2024-01-06 05:40:51","0.23SOL","96.15","22.1145USDT","FILLED"
"2024-01-06 05:40:51","1400017005","GRTUSDT","Market","BUY","0","131GRT","2024-01-06 05:40:51","131GRT","0.1731","22.6761USDT","FILLED"
"2024-01-06 05:40:51","234072073","SEIUSDT","Market","BUY","0","35SEI","2024-01-06 05:40:51","35SEI","0.651","22.785USDT","FILLED"
"2024-01-05 03:43:41","840518502","ARBUSDT","Market","SELL","0","10.6ARB","2024-01-05 03:43:41","10.6ARB","1.9238","20.39228USDT","FILLED"
"2024-01-05 03:43:41","227524530","SEIUSDT","Market","SELL","0","23.6SEI","2024-01-05 03:43:41","23.6SEI","0.732","17.2752USDT","FILLED"
"2024-01-05 03:43:40","607278188","IMXUSDT","Market","SELL","0","9.41IMX","2024-01-05 03:43:40","9.41IMX","2.15062529","20.237384USDT","FILLED"
"2024-01-05 03:43:40","954438239","OPUSDT","Market","SELL","0","4.28OP","2024-01-05 03:43:40","4.28OP","3.578","15.31384USDT","FILLED"
"2024-01-05 03:43:40","1682651274","APTUSDT","Market","SELL","0","1.65APT","2024-01-05 03:43:40","1.65APT","10.60387455","17.496393USDT","FILLED"
"2024-01-05 03:43:40","436724219","MINAUSDT","Market","SELL","0","14.2MINA","2024-01-05 03:43:40","14.2MINA","1.2404","17.61368USDT","FILLED"
"2024-01-05 03:43:40","569804282","AGIXUSDT","Market","SELL","0","50AGIX","2024-01-05 03:43:40","50AGIX","0.28781","14.3905USDT","FILLED"
"2024-01-05 03:43:40","589640785","RNDRUSDT","Market","SELL","0","4.42RNDR","2024-01-05 03:43:40","4.42RNDR","4.247","18.77174USDT","FILLED"
"2024-01-05 03:43:39","1398817368","GRTUSDT","Market","SELL","0","104GRT","2024-01-05 03:43:39","104GRT","0.19","19.76USDT","FILLED"
"2024-01-05 03:43:39","2874024889","FILUSDT","Market","SELL","0","3.07FIL","2024-01-05 03:43:39","3.07FIL","6.285","19.29495USDT","FILLED"
"2024-01-05 03:43:39","815867487","SKLUSDT","Market","SELL","0","160SKL","2024-01-05 03:43:39","160SKL","0.09863","15.7808USDT","FILLED"
"2024-01-05 03:43:39","2170235820","NEARUSDT","Market","SELL","0","4NEAR","2024-01-05 03:43:39","4NEAR","3.755","15.02USDT","FILLED"
"2024-01-05 03:43:39","133810479","QIUSDT","Market","SELL","0","265QI","2024-01-05 03:43:39","265QI","0.01896","5.0244USDT","FILLED"
"2024-01-05 03:43:38","1370572779","ONEUSDT","Market","SELL","0","281.9ONE","2024-01-05 03:43:38","281.9ONE","0.01822","5.136218USDT","FILLED"
"2024-01-05 03:43:38","4710852489","SOLUSDT","Market","SELL","0","0.18SOL","2024-01-05 03:43:38","0.18SOL","100.67","18.1206USDT","FILLED"
"2024-01-05 03:43:38","783843441","HBARUSDT","Market","SELL","0","224HBAR","2024-01-05 03:43:38","224HBAR","0.0851","19.0624USDT","FILLED"
"2024-01-05 03:43:38","1633447151","ALGOUSDT","Market","SELL","0","71ALGO","2024-01-05 03:43:38","71ALGO","0.1976","14.0296USDT","FILLED"
"2024-01-05 03:43:38","3722872041","DOTUSDT","Market","SELL","0","2.58DOT","2024-01-05 03:43:38","2.58DOT","7.668","19.78344USDT","FILLED"
"2024-01-05 03:43:38","2614669449","AVAXUSDT","Market","SELL","0","0.39AVAX","2024-01-05 03:43:38","0.39AVAX","37.17","14.4963USDT","FILLED"
"2024-01-05 03:43:38","2767718908","FTMUSDT","Market","SELL","0","33FTM","2024-01-05 03:43:38","33FTM","0.4269","14.0877USDT","FILLED"
"2024-01-05 03:43:37","2364909513","VETUSDT","Market","SELL","0","623.9VET","2024-01-05 03:43:37","623.9VET","0.03155","19.684045USDT","FILLED"
